,stars,tags,text
1995,5,Positive,"Very good, nice for a quick birthday option"
1996,4,Positive,Ordered birthday dessert to be delivered to my son. Cookie was supposed to have Happy Birthday written on it. The picture showed a decorated cookie. It was not decorated. But he said the desserts looked delicious.
1997,5,Positive,"Fantastic baked goods, and absolutely amazing Nanaimo bars!"
1998,5,Positive,It was good
1999,4,Positive,I ordered a bacon egg breakfast sandwich.  I received a turkey blt on a ciabatta. 
2000,2,Neutral,They did not include sugar in their tea as I asked
2001,1,Negative,Over half of my order wasn’t available and I wasn’t refunded
2002,5,Positive,Appreciated their attention to detail and personalization!
2003,1,Negative,"I ordered a jam scone on 11/16 and my order was cancelled due to them being sold out. Bummer. Ordered because the first order provides a 25% discount.

Made the same order today, offered no discount because this wasn't my ""first order."" Ordered a jam scone but got a punkin treat instead, no jam, not a scone.

Disappointing. The staff looked flustered, perhaps they are new? "
2004,1,Negative,Terrible delivery experience. Half of my order for not show up and the driver insisted they did not receive it from the restaurant. Tried calling the restaurant several times but no response and it's just mind boggling how someone could forget half of a customer's ordered items especially when the total amount is obviously much higher than the 1 bag they actually sent could contain!
2005,3,Negative,"Overpriced and the delivery person made me come downstairs in my bldg, wish defeats the purpose of delivery"
2006,5,Positive,Really good cakes. Ordered it my husband's birthday and he loved it.
2007,2,Neutral,"Great food but I was forced to meet driver at curb
That is why I pay for grub hub not uber
Very disappointed"
2008,4,Positive,It was good very Gourmet... I love the sugar cookies
2009,4,Neutral,Jam scones are terrific!
2010,4,Positive,It's quite a mark up. But I get it.
2011,1,Negative,Restaurant was good. Delivery very poor
2012,1,Negative,"I ordered a medium iced latte and it was very small. When I asked, they said that their medium is actually a small because they don’t have medium-sized cups. They also forgot to include the breakfast sandwich we ordered. Won’t be ordering again. "
2013,1,Negative,The order has not been delivered.
2014,4,Positive,nice that they had cake
2015,1,Negative,Wrong food was dropped off. Food is expensive and it’s frustrating when orders are delivered incorrectly.
2016,4,Positive,It was a bakery. Ordered some birthday treats for my kids to our hotel. It was delicious..what we got..missed one item in our order & prices were more expensive than online menu we looked at. But we are still happy to have had the treat brought to us!!
2017,5,Positive,"I order from Sugar all the time and have never had anything bad, ever! They're always fast and friendly; the one time they called and didn't have what I had ordered, they gave me a free cookie as consultation. Love this place. "
2018,3,Negative,Took a really long time to.get food that was already cooked and prepared. 
2019,5,Positive,"The food was good and the delivery guy was polite and careful with my order, I ordered a coffee and he made sure it didn’t spill and the cake was still in it’s original state. Great job!!! Thank you!"
2020,5,Positive,They did an amazing job sending delicious desserts to my best friend. My friend loved all the cookies and cakes and would eat them again in a heart beat :-)
2021,5,Positive,It has great cakes
2022,5,Positive,Great food!! Everything was delicious.
2023,5,Positive,"Food is delicious, portions are nice"
2024,5,Positive,Great cake and delivery service.
2025,1,Negative,"I ordered four simple things: an Americano with an extra shot and creamer, two bacon breakfast sandwiches and a lemon cake. The coffee was 3/4 full (obviously spilled) without creamer (not sure if it had the extra shot), I received one bacon sandwich and one veggie sandwich (both cold) and the lemon pound cake was so burnt that the dog even balked at eating it. Very poorly done."
2026,3,Positive,The cake is dry and doesn't seem fresh. The sandwich and turkey pastry were very good. They missed my order completely the first attempt but the customer service was very good and I got my correct order the 2nd go around
2027,5,Positive,Loved the chicken salad sandwich!
2028,2,Negative,order was kind of rude over the phone. At the e
2029,5,Positive,It was very good
2030,5,Positive,"Will tell my friend, good"
2031,4,Positive,"I ordered a variety of items from this bakery. The cheesecake, croissant and Nanaimo bars were extremely yummy. The other items were okay (Almond Tart, Lemon Tart and two varieties of cookies). The coconut macaroon cookie was dry."
2032,2,Negative,"Ordet delayed twice, ordered at 9 am, food arrived at 10:40.  Plus i asked  for splwnda and creamer for 2 coffees, i received one creamer.  Not go9d at all"
2033,5,Positive,Love the lemon polenta cake!
2034,5,Positive,"Good cakes and pastries. Prompt delivery, everything well packaged"
2035,1,Negative,"I had my heart set on the jam scone. I didnt want to just order one thing so I also ordered a crossiant. 

Instead of the jam scone, I got a meh pumpkin scone with too much spice. I would have wanted my order canceled if they were out of the jam scone, not just a substitution without checking with me.

Disappointing."
2036,2,Negative,Half of the pastries were not that good. And my coffee was good but it was lukewarm
2037,5,Positive,"Really good, fresh and delicious"
2038,4,Negative,"Driver didn't pick up part of my order. Called him and he was clueless so had to call the bakery. The bakery staff was extremely polite and helpful, and what we got was delicious so it wasn't a total drag. Just annoyed that the driver did not pay attention to our order and we tipped them 20% beforehand."
2039,5,Positive,A pleasure to deal with Sugar Bakery.
2040,5,Neutral,The food and deserts were delicious.
2041,5,Negative,Oh man!!!! I got the burnt sugar cake and a cookie... both were FANTASTIC! It was so good I considered moving to Seattle 
2042,2,Negative,"Iced coffee not very good.  Delivery person was pleasant and order was correct.  He didn't come to the door, though.  I had to go outside to meet him.  Not what I pay delivery for."
2043,5,Positive,"This place is the best!!!
"
2044,5,Positive,Love Sugar Bakery! Excellent baked goods and great drinks!
2045,4,Negative,Not suitable for eat24.
2046,5,Positive,Love it will reorder
2047,5,Positive,It was sent as a gift but the person who received it was very pleased. 
2048,1,Negative,"Picture and description of item was of entire carrot cake, not a single small slice of carrot cake. Driver showed up and says he could not park and to meet him outside, even though there is a 3 minute loading and unloading zone that was empty. Disappointed."
2049,5,Neutral,The delivery driver was the best!!
2050,4,Negative,"Delivery was insanely fast. We love the quiche but we were perplexed to find all of the quiche with cold spots, and one was entirely cold. It's typically piping hot so we don't know what happened as the driver arrived faster than anticipated."
2051,3,Negative,"Mixed feelings about this. Deceptive pricing on the bakery's end that took a great deal of time to resolve ourselves-- they tried to charge sales tax on sweet baked goods (which are exempt under Washington state law) and pocket the difference. We felt this was an unethical business practice.

On the other hand, the cake itself was very well done and my partner enjoyed the product, so I had a mixed experience with this vendor."
2052,1,Neutral,Order was incorrect. I ordered a lavender soda and a scone but I got a coffee and sandwich?
2053,4,Positive,"Very, very good food. Customer service and delivery service fantastic. Although would be nice if Sugar Bakery kept their menu in stock since we’ve tried to order the crepe cake a couple times with no success, and it seems only certain flavors of cakes are made regularly. Very delicious nonetheless. "
2054,5,Positive,The food is always great!!  I had a mocha and ham n cheese croissant along with a slice of cake.  The real full meal deal!!  Not the first time and won't be the last!
2055,5,Positive,"Exactly as advertised. Pastries were perfectly delicate, flakey, and crisp. Right amount of sweetness. Still warm enough to enjoy as is."
2056,5,Positive,"Everything was so good and packaged so carefully in the bag, I loved it."
2057,2,Negative,Grub Hub customer service was terrible. They called to find the location which was correctly entered but the person who contacted me interrupted me as I spoke and hung up on me.  This made an excellent restaurant turn in to a very poor experience 
2058,5,Positive,"BLT was good, bacon was perfectly cooked. The curry chicken was amazing. Definitely will be ordering it again soon!"
2059,5,Positive,"Very tasty, quality food/drink items"
2060,4,Positive,"The potato quiche was excellent and overpriced. The German chocolate cake was ok, but overpriced. The Americano was also great. For a special occasion (my mom's bday) it was fine."
2061,2,Negative,One of the coffee boxes was completely soggy
2062,5,Negative,They provided a small slice of cake. Probably would not order from there again 
2063,5,Positive,The treats tasted really good. Fairly expensive.
2064,5,Positive,I had requested birthday candles and this store was sweet enough to send me some with their awesome cup cakes. That's definitely going above and beyond! Highly recommend them.
2065,3,Neutral,The pictures displayed aren't an accurate representation of what you get. 
2066,2,Positive,My food was under cooked. Chicken was raw
2067,3,Neutral,Incorrect pictures for some menu items.
2068,5,Positive,It was good
2069,5,Positive,Very tasty!! Definitely a get again! 
2070,5,Positive,"good food and very good perk discount, i otherwise wouldn't have tried the food"
2071,4,Positive,"Great food and fast, but I received the wrong item.  Customer service refunded me though so all good :)"
2072,2,Positive,"Falafel was a bit too salty for my liking... and the sauces were put on the food, rather than in little containers off to the side like other places tend to do."
2073,4,Negative,Not the best but ok
2074,1,Positive,"Driver was AWESOME.
Food was way, way, way too salty -- the falafel would have been awesome without an entire drum of salt in it."
2075,4,Positive,Good portion and well made.
2076,1,Negative,Falafel was VERY salty. Driver did not follow delivery instructions. Food arrived cold.
2077,2,Negative,"On the positive, the food was delivered on time. 
But that's where the positive ends. 
The food was haphazardly placed on driveway, and not neatly placed upon requested table. 
Either because of placement or handling during delivery, everything was dripping and leaking. 
Order was wrong. I did not receive any falafel, and instead received baklava. 
Other reviews say wrong orders apparently happen a lot. 
The fries were sad, soggy and flavorless.
The rest of the food wasn't bad, but it wasn't really great either. 
The baba ganoush had a strong chickpea flavor, and I suspect it was actually hummus. 
Even though I ordered falafel balls, and received baklava, the baklava wasn't bad.
The gyro was packaged in a way that it would have become soggy, even if the driver had been more careful. But it wasn't bad either. 
I will say that the pita had a nice unexpected but satisfying crunch in some places, and the rest a delicate softness that you would expect. 
All in all 2/5"
2078,1,Negative,Missing a lot items have there vegetable and small portion for the rest  
2079,2,Negative,The food was decent and the portions were reasonable I also appreciate the food was hot despite it being driven from fairly far away however it's extremely disappointing that the order was wrong completely it must have been somebody else's
2080,1,Negative,"Poor quality food, wont recommend"
2081,2,Negative,The food was really bad. I'd never order from them again. I threw most of it away
2082,5,Neutral,Chicken gyro plate was soooooo good 
2083,5,Neutral,Yummy and fast
2084,2,Negative,"This was not good.  Should have believed the recent reviews.  Order was wrong- and lots of pepper heat not flavor. Chili sauce on falafel?? After $80, I had to still cook dinner for my family."
2085,1,Negative,Didn't have my order right and worst Greek fries.
2086,3,Neutral,"Cold food. Salty falafel. The Beef shawarma was supposed to come with rice, hummus, etc. I think we got a beef wrap with fries.... Completely incorrect order. But the worst thing was that the food was cold."
2087,2,Neutral,"The delivery was great, the food was not. The order was incorrect, we were missing items and it was packaged poorly so the food was very messy and spilled everywhere. "
2088,5,Positive,Great driver! Courteous and prompt.
2089,5,Positive,Best med food I've had in awhile
2090,1,Negative,Restaurant was fine. Grub hub delivery driver left the 2nd bag so we were missing 2 meals
2091,1,Negative,Very upset. Cold food.
2092,1,Negative,The food was mediocre. Not good quality. The GrubHub customer service was terrible. I will not be using your service again
2093,3,Neutral,I'll get back to you
2094,1,Negative,Restaurant grubhub machine was not working. I had to wait 15 minutes for food. Food was not as tasty
2095,2,Negative,Below average for Greek food. Gyros so-so. Babaganouj was good. Greek fries were terrible. 
2096,2,Negative,Order wasn’t customized as requested and overall flavor was poor. 
2097,1,Negative,"Fries were packed with about a half a cup of grease, the bag and the container were soaked. The baklava had way too much cardamom, good cook just bad seasoning. The gyro was so so. We’re not going to order from here again. Our delivery driver was awesome, he went above and beyond getting us our food. "
2098,2,Negative,I did not get what I ordered.
2099,4,Positive,"Greek fries are delicious! Always fill me up. Chicken shawarma is good, but this place does not get the order right every time."
2100,2,Negative,Order was late and cold. 
2101,5,Positive,Exactly what I wanted! Very good. And delivery driver Laura was AMAZING. 
2102,3,Negative,They don't pay attention to the comments/ requests
2103,2,Neutral,One of the items was incorrect 
2104,3,Negative,The restaurant screwed up my order's special request and ended up giving me food that caused a reaction with my food allergies.
2105,3,Negative,Didn't pay attention to the notes.
2106,3,Negative,"Food was fantastic! Authentic Mediterranean cuisine at an affordable price. Only hiccup was delivery. The delivery time was estimated at about an hour after the order. After an hour and a half I called the restaurant to ask where the driver was, and the person on the phone said he was arriving at my place now. That turned out to be false and the driver did not arrive for another 30 minutes, bringing the total delivery time to two hours. 

It was fantastic food, but the communication was sub-par."
2107,2,Negative,I asked for no cheese on my salad and they put cheese on it making it inedible for me
2108,4,Neutral,"Ordered two orders of fries but received one, food was amazing though. Fries were hot and the driver was super nice. "
2109,1,Negative,Food was good.  There was total confusion when I called the restaurant to find out the status of my order...and it took too long when I called Grub Hub to follow up.   I will not recommend or use Grub Hub again.
2110,5,Positive,"Food was incredible, great flavors and fresh. He simply hadn't seen the order yet when we arrived but was immediately on it and made it quickly. Friendly nice guy. Would go here again."
2111,4,Neutral,Very good food
2112,4,Negative,"The driver was courteous and prompt.  Unfortunately, the food missed the mark greatly. It lacked seasoning and quality.  Had at least a dozen gyros in the past year and this one ranked as sub-par.  Very disappointed with the food.  The only reason the review in general is getting a 4/5 star was the driver"
2113,5,Positive,"Food was great! Hot, and arrived early"
2114,1,Negative,They completely ignored my dietary request to sub out rice for fries. If it wasn’t possible why not contact the customer to tell them so? I would of happily order something else. If the rice was separated it out from the meal that’s one thing but it’s like everywhere. Customer service tried to help but the restaurant would not acknowledge their error and refused my refund. Now I’m out $10+ and my friend had to share their meal with me so I could have something to eat. Very sad and we’re all still hungry.
2115,1,Negative,"I am allergic to red & green peppers so I carefully read menu descriptions. There was NO mention of peppers, but they were in EVERYTHING! Even the order of plain rice. I couldn't eat any of it. Menu descriptions must be complete! I will not order from them again."
2116,2,Negative,"Disappointing. My order was totally wrong. I ordered chicken kabob, however got chicken shwarma. I asked for extra pita bread but got none. Hummus tasted like toothpaste. Chicken and rice were pretty good. Overall not a bad place but nothing special"
2117,2,Negative,Mediocre should have read and trusted other reviews first. 
2118,1,Neutral,The beef and lamb euro tasted like cheap taco seasoning and the rice was incredibly greasy. 
2119,4,Negative,"Generally Stella Deli is good, this time they sent me the wrong order"
2120,1,Negative,Poor quality and flavor
2121,5,Positive,My sandwich was fresh and delicious :)  will order again!
2122,4,Positive,Great sandwiches. I'll definitely be coming back 
2123,5,Positive,"Yummy, well put together sandwich. :) remained intact even though it was delivered"
2124,5,Positive,"Love Stellas - friendly, great selection, good food"
2125,4,Negative,Driver delivered to wrong address
2126,5,Positive,Love Stella! They have fantastic deli sandwiches and customer service
2127,3,Negative,"Staff was friendly and did their best. They have adjusted hours due to Covid and did not actually come in until the time when my order was supposed to be ready. 
They were flustered and did not read order correctly and I had to clear it up and wait 30 minutes to be complete."
2128,3,Negative,"I asked for a sandwich without cheese on it, cuz I have a pretty gnarly dairy allergy where I'll pretty much end up on the ground shaking in pain. And they still put cheese on 1 of the sandwiches I ordered! Not the other one though. So I know they knew and could do what I was asking. I deconstructed the whole thing and still ate around where i could, since I had to pay for it. Not very happy though. Working in the field, you have to pay attention to these things. It's not something you can just be all care free about. What if it was more serious? The whole thing is that I'm not happy with the fact I asked for 1 thing and they still seem to mess that up. "
2129,5,Neutral,Wish they would offer soda and chips.
2130,5,Positive,"Great sandwiches, great price"
2131,4,Negative,ordering system not great. sandwich great
2132,5,Positive,"Quick, efficient, and just what I expected! A good, honest deli sandwich!"
2133,4,Neutral,"It would be nice if we could order chips, sodas & other items Stella sells. "
2134,1,Negative,The food was cold and they were rude when I called.
2135,3,Negative,Really disappointed my sandwich wasn’t as I ordered it. I’m not a fan of horseradish sauce... said to leave it off... got a bunch of horseradish sauce🙄. M’lady’s sandwich was pretty great I hear... better luck next time!! 
2136,1,Negative,"again with the spoiled food. Does anyone care about food safety these days?  Totally disgusting, had to spit out the first bite. I opened the sandwich with an overpowering stench of spoilage to find green turkey. For god's sake, stop trying to save a buck on your overpriced food and just throw it the funk away"
2137,2,Positive,The food was amazing!
2138,3,Positive,Restaurant was good
2139,1,Positive,We ordered a Caesar salad and the dressing they gave us was mayonnaise so we couldn’t even eat the salad. We would like a refund for the salad. Thanks 
2140,5,Negative,I only ordered sandwiches which were delicious. And it barely took more then 30 mins from the time I ordered to get to my house!
2141,5,Positive,We love Stella Deli
2142,5,Neutral,Would order from Stella Deli and Market again!
2143,5,Positive,"Food was delicious, as always."
2144,5,Positive,This place has really tasty sandwiches!
2145,5,Positive,Fast and delicious! 👍🏼👍🏼👍🏼
2146,5,Positive,I wish I could tip after receiving my food! Great experience.
2147,4,Positive,Good sandwiches and sides.
2148,1,Negative,Poor quality. Unrecognizable Tuna salad
2149,5,Positive,Lovely people and delicious food
2150,3,Positive,The sandwich was VERY good but the macaroni salad tasted like Reser's brand.  Not a fan.
2151,5,Positive,"It was great - on time, accurate, and tasty!"
2152,5,Positive,"friendly place to get lunch. don't be in a hurry. they make right, not fast."
2153,5,Positive,Great sandwiches and salads.
2154,5,Positive,"Delicious sandwich, convenient neighborhood location, friendly and professional staff, lots of amenities and snacks"
2155,2,Negative,Not good tuna fish
2156,4,Positive,Salad was good. Sandwich was a bit spicy.
2157,5,Positive,"Really good sandwich, perfect on the taste buds, great potatoes salad!"
2158,5,Positive,Breakfast sandwich was great! And affordable!
2159,5,Positive,It was great. And cheap. Loved it.
2160,2,Negative,"I had a strange experience with this Deli. I placed an order for a Cesar Salad. Shortly after, the Deli called me to tell me they didn't have Cesar Salad today, and that I needed to order something else and to call them back. They called me twice, once leaving the previously mentioned voice message and once hanging up after one ring. 

Since I couldn't call, I contacted EAT24 Support to contact the Deli to cancel the order, as I wasn't able to on my end. EAT24 Support told me that the restaurant said they suddenly had my salad ready. 

The delivery was prompt, which was good. However, the Cesar salad had turkey, which seemed to be ripped by hand and in chunks. It was unexpected and didn't taste great. 

Short version: Delivery was good, food was not great, customer service was bad. "
2161,1,Negative,The guy from the restaurant was very rude and gave a terrible service. He just made promises couldn't fulfill 
2162,3,Negative,My food was not ready when I got there.
2163,5,Positive,Love Stella!!  Great neighborhood Deli with yummy sandwiches!! 
2164,1,Negative,I was disappointed that I waited over the estimated delivery time and then received the wrong side salad. I called and he explained that they were out of the other one and I expressed that I would have appreciated if they would have called and told me that rather then replacing it with an item that I didn't wish to have. The food was decent but considering my experience I won't be ordering from them again.
2165,3,Positive,"I ordered a large bowl and asked for salmon but got spicy shrimp instead, throwing off the taste of the whole bowl, it's still tasty, but not what I expected. 

Grubhub switched drivers on me so the food had been prepared for an hour by the time I received it. With the extra delivery time it was room temp by the time I got it, which makes me cautious because now there's room temp shrimp in my lunch. I put it in the fridge so hopefully it will be all right, gonna toss the shrimp though.

The presentation was great for a to-go order! I think next time I'll go in person."
2166,4,Negative,They are always consistent and the bowls are fresh. They unfortunately forgot the shrimp on my order this time.
2167,5,Positive,honestly build your own bowl option is amazing! I’ve added some new things and I would most definitely recommend this to anybody who likes poke
2168,4,Positive,"Good food. Spicy tuna quite spicy, okay for me but not for all in my family."
2169,5,Positive,Food was delicious
2170,4,Positive,Food wasn't amazing quality but was good.
2171,3,Neutral,"They did not include extra seaweed, as specified in order."
2172,1,Negative,It's a good restaurant I'm just really really upset about my order not being correct at all. Like completely wrong
2173,3,Negative,It was the first time my delivery was pushed back twice. I ordered at 11am and got it at around 1pm. Not the drivers fault at all
2174,3,Negative,"While the food was very delicious and fresh, it was was completely inaccurate from what I ordered. Included a few items I didn't even ask for. Left out many things I did want. Again, was super good. Just a little disappointed to not get what I had ordered"
2175,5,Neutral,"Absolutely delicious, will order from again!"
2176,1,Negative,Food order was not correct. Missing items
2177,5,Positive,"Always good. I hate the automatic ""go to"" designation grubhub gives to everyone you're ordered from, but in this case it's accurate. I have ordered from them several times and will definitely use them again."
2178,5,Positive,Food was excellent
2179,5,Positive,"I use them regularly... always good, always fresh, always good service"
2180,5,Neutral,Good poke in a generous serving at a very reasonable price. :)
2181,4,Negative,It's always good and I deliver lunch from SodoPoke regularly. The driver was not friendly or where he said he was waiting.
2182,5,Positive,"It was delicious! I never had it before, so I was pleasantly surprised. Could have used more greens in it, but I'm not complaining"
2183,5,Positive,Great taste and freshness!
2184,5,Positive,Love it! Poke is always good and fresh
2185,5,Positive,SoDo Poké is the best Poké spot in this area!
2186,1,Negative,The food tasted horrible. I've ordered many times before from them with no issue. Order was over 30 mins late and the food tasted awful. The seafood looked old and had a very weird taste to it. Really bad experience overall
2187,5,Positive,Good food as always
2188,4,Positive,Food always fresh and on point.
2189,5,Positive,Great fresh food
2190,5,Positive,"Great packaging, the food ""looked good"" when it arrived. Quality ingredients. Was exactly what I ordered and tasted GREAT."
2191,3,Positive,The restaurant is great!! Love their food and they are always so kind :) Grubhub delivery driver was late
2192,5,Positive,The poke was fresh. The toppings were great. Will order again for sure!
2193,5,Positive,Best place ever.
2194,5,Positive,"Absolutely great and the delivery actually came within 15 min amazing . The delivery guy very nice . The food was fresh and delicious though the portions are small especially for the soft tofu Korean soup , it was just a cup size for $13 . Poke is great and fresh and amazing fruit shake . The only thing with they provided chopsticks instead of plastic forks and spoons "
2195,5,Positive,Good Uncomplicated poke
2196,5,Positive,"Great food!  I had never had poke before, and it was delicious.  I could eat a bucket of the seaweed salad."
2197,5,Positive,First try. Good so far
2198,5,Positive,Very good food.
2199,5,Positive,Portions were big. Everything tasted fresh. Very good
2200,1,Negative,"I paid for tomato soup. It wasn't in the order. I paid for calamari. It wasn't in the order. There was fish in place of it, but id asked that it be taken off the bill when they called. "
2201,1,Negative,I was notified that the order would come by 6:50 pm but I had to call at 9 pm and was told that it would take another 50 minutes. I understand that the weather is bad but Grubhub should have notified me that a felay would be there especially if its more than an hour. I cancelled the order. I am extremely disappointed with Grubhub’s experience and was expecting better. This shows complete lack of respect for customer’s time. I hope I am reimbursed for this!!
2202,1,Negative,"Worst food order ever. Boneless Chicken Biryani smelled and seemed stale upon arrival. After two bites, felt sick after two bites and had to discard. Order contained two Tandoori Rotis but did not contain a Tava Roti as ordered. Sher E Punjab Grill was the worst take out experience to date via Seamless, will never again order from there."
2203,1,Negative,Delivery was a no-show after 2 1/2 hours. No communication.
2204,1,Negative,"Worst service,  bad food and irresponsible. "
2205,1,Negative,"DO NOT ORDER!! If I could I would give zero stars. Absolute worst food delivery experience that I've ever had. We ordered two tikka masalas with different spice levels and neither was labeled, but they were identical and tasteless. We also ordered tomato butter chicken that had less flavor than tomato soup and it was very thing. All of the chicken was poor quality and unflavored. To top it off, there was a giant bone in my brothers chicken that he almost chocked on. Naan was dry and plain and burned. I didn't think it was possible to have bad Indian food but this place proved me wrong. Driver was incompetent and couldn't follow basic instructions. He arrived and couldn't figured out the door code and couldn't understand the apartment number after it was repeated back to him over 5 times. One dish of food was delivered on its side and started spilling out of it. WORST RESTAURANT EVER! "
2206,2,Negative,"Delivery was delayed by over 30 mins. By the time, food ar"
2207,5,Positive,Wonderful food! Extended hours were very much appreciated for this celebration that I attended
2208,1,Negative,They delivered the food 1 hr 20 mins late and they missed the fenugreek naan was missing. Food is ok. Will never be ordering again. 
2209,3,Positive,Food was awesome! But forgot my lassis
2210,2,Negative,Food was very sub par. The naan was dry and simply dried spices added onto the bread. Really some of the worst I have had.
2211,1,Negative,"Delayed delivery of food. It took over an hour to get the food, I had to check with the restaurant at least 5-6 times for delivery. The food was cold and paratha was burnt "
2212,1,Negative,The food looked different than advertised tastes bad and old and was cheap food for how much I had to pay.
2213,1,Negative,"STOP BEFORE YOU ORDER BEWARE!!! Worse service, worse food. Never ordering AGAIN. Order was wrong and tried nothing to mitigate their mistake. "
2214,1,Negative,"Horrible service. Food showed up exactly 1 hour late and after repeated calls from these jokers promising it was “on the way”

Don’t order from these clowns."
2215,1,Negative,"The driver never arrived. I waited for 1.5 hours after the estimated delivery time, even then no order was received. The restaurant number on grubhub was incorrect when I tried to find out about the order."
2216,2,Negative,"Seriously , close that shop down ...."
2217,1,Negative,"The delivery was more than an hour late. When I tried to call the restaurant (9calls) to check on the status, the phone either rang through to voicemail or someone answered the phone and promptly hung up, with the exception of the one time I was able to speak with someone and the woman, before even asking the order number or any of my information, told me it was going to be a while and hung up. 

Awful communication from the restaurant, and the driver. 0/10 would recommend "
2218,1,Neutral,"Restaurant replaced lamb kabobs to shrimp as they were out of lamb I paid $15 for. They sent me two shrimp dishes the same. They missed one naan from the two I ordered. Rice was old, not cooked, and clearly microvawed. Please do not order from this restaurant as they are in business to defraud customers. "
2219,1,Negative,I didnot even receive the order and the restaurant people didnot pick up the phone. Would never order from grubhub again
2220,1,Positive,"Kulfi turned out to be lassi.
Biryani was over cooked
Pizza were okay"
2221,1,Negative,Order did not come at all. Restaurant did not pick up the phone. And support email said they were doing me a favor by returning my money. Will NNOT be using Grubhub again.
2222,1,Negative,Terrible place never even got my food
2223,1,Negative,"MAN NEVER EVER ORDER FOOD FROM THIS PLACE. THEY ARE SO RUDE. THEY DONT CARE ABT UR ORDER. AND IF YOU CALL THEM AND ASK WHY ARE YOU LATE THEY WILL THREAT YOU, THEY WILL YELL AT YOU. THE SOUTH INDIAN LADY OVER THERE START YELLING AT US. WHEN WE CALL THEM ABOUT 20 TIMES IT TOOK 4 HOURS TO GET THE FOOD DELIVERED. WE CALLED FOR UPDATE, WE HEARD THE OWNER CALLING THE DELIVERY GUY SAYING TELL THE CLIENT THERE WAS AN ACCIDENT ON HIGHWAY THATS WHY I AM LATE. FINALLY DELIVERY GUY CALLED SAID HE IS RUNNING HALF HOUR LATE. WE ASKED HIM CAN U MAKE IT QUICK HE SAID DO YOU NEED YOUR FOOD OR SHOULD I GO AWAY.  NEVER EVER ORDER FOOD FROM THEM, THEY ARE HORRIBLE, ON TOP THEY THREAT YOU SAYING OK WE WILL NOT DELIVER YOUR FOOD, DO WHAT YOU HAVE TO DO."
2224,1,Negative,Really bad Indian. There was food in drinks and horrible.
2225,1,Negative,The food was very late and never confirmed by a driver. We called the restaurant after the eta from grubhub. The lady confirmed our address and said the driver left 20 mins ago. When the food got here it was hot but poorly packaged with no silverware nor napkins. The driver had the nerve to ask for a tip too. Also the curry i ordered said it would have salmon scallops mussels prawns. I recieved no scallops and the salmon was actually catfish nuggets and the prawns were medium shrimp @ best and not worth the price. We took a chance now we will believe more reviews! 
2226,1,Negative,"The Order delivered was completely wrong. I am a vegetarian and Non-Veg Dish was delivered. Instead of Gulab Jamun, Samosas were delivered. Also, the kheer was very bad, it was water and half-cooked rice. Negative stars!!!"
2227,1,Negative,"Waited over and hour past the delivery time and food never showed up. Called the restaurant to see what was going on and they asked if I would call the driver because they couldn't get ahold of him. When I called the driver picked up and then hung up on me twice then turned off his phone. This place sucks, do not even give it a chance."
2228,5,Negative,"I was actually unaware that I ordered the food, my pocket decided I was hungry and ordered. "
2229,1,Negative,Food never came called once said it was on the way called a second time hung up on me. 
2230,1,Negative,Terrible food. The restaurant send it’s own driver who asked for an extra cash tip. When I told her that tip was paid with the order she said she deserved more coz she came from far. That’s terrible customer service. 
2231,1,Negative,"Worst Indian food ever. The rice taste like days old, the Togo container shouldn’t be carry hot "
2232,1,Negative,"Mango lassi and mango kulfi came solid frozen
?!?! So lame. 
"
2233,1,Negative,This restaurant astounds me. I never got my food that night... I don't know why they even bother to offer delivery or they are part of Grubhub. Don't expect to receive your order anytime soon or ever. 
2234,2,Negative,Missing items and naan was burnt
2235,1,Negative,Awful! Poor customer service.
2236,4,Positive,It was really delicious everything was correct except my drink was really warm and in a to go container for food. It wasn't good. But other than that all the food was delicious.
2237,1,Negative,was waiting for the driver but the shop never cares and still was waiting for hours but no one picked up the phone at store and so did the driver
2238,1,Negative,Never got my food 
2239,1,Neutral,The restaurant is closed but
2240,1,Negative,"The cucumber salad has no cucumbers... The curry they delivered was wrong... And no raita with the biriyani, plus it was late. Don't bother. "
2241,1,Negative,"Tonight I ordered food from Sher E Punjab Grill through Grubhub. Estimated delivery time was 1 hour to 1 hour 15 minutes. A little long, but typical for the Grubhub restaurants.

At an hour and 40 minutes I talked to Grubhub. When they called the restaurant they were told the order hadn't even left for delivery, and it would take another 20 minutes to arrive.

I told them to cancel my order, and to ask the restaurant if making a customer in their dining room wait two hours for food would be acceptable. After some back and forth with Grubhub, they told me that the order was cancelled, and the refund would be applied to my credit card.

TWO hours for a two item delivery. Not one courtesy phone call to say they were running behind. And then, while reading the confirmation email of my refund from Grubhub, Sher E Punjab Grill had actually REFUSED to refund my money, and Grubhub had to do it. I can only imagine what the food would have been like if it had arrived. If they started making it when I ordered it, then the food would have been sitting for at least an hour and a half. Disgusting is the only way I can describe my experience.

If you can't do something right, either fix the way you're doing it, or stop doing it altogether.

Sher E Punjab Grill here's a tip. People order food for one reason. They're hungry. You make people wait two plus hours for food and they won't be back."
2242,2,Positive,I love the curries but my order was an hour and a half late and normally the pizza is great but this time I think they just gave me a store bought frozen pizza... I was very disappointed
2243,1,Negative,"Very bad food , I am not able to eat the food and throw it."
2244,1,Negative,"Please save your money and time, this is one of the worst experience I had on grubhub, worst food quality, worst taste, worst service, worst management, drunk people will do delivery."
